page_id,fixture,title_match,legacy_records_count,canonical_extractions_count
18d4750c-f3ba-80c2-b6c6-fb2359617980,fixtures\reading_list\18d4750c-f3ba-80c2-b6c6-fb2359617980.json,False,0,1
18d4750c-f3ba-80cd-8afb-c1b0ad7e9a74,fixtures\reading_list\18d4750c-f3ba-80cd-8afb-c1b0ad7e9a74.json,False,0,1
18d4750c-f3ba-80f0-83ea-d981bdf2e3f4,fixtures\reading_list\18d4750c-f3ba-80f0-83ea-d981bdf2e3f4.json,False,0,1
18d4750c-f3ba-80f6-bc45-f8df18fae07d,fixtures\reading_list\18d4750c-f3ba-80f6-bc45-f8df18fae07d.json,False,0,1
18d4750c-f3ba-80ff-903f-cfcc7d5c0adc,fixtures\reading_list\18d4750c-f3ba-80ff-903f-cfcc7d5c0adc.json,False,0,1
18e4750c-f3ba-8024-aae2-d480a0e98e3e,fixtures\reading_list\18e4750c-f3ba-8024-aae2-d480a0e98e3e.json,False,0,0
18e4750c-f3ba-8033-ab0c-c468c47c1d66,fixtures\reading_list\18e4750c-f3ba-8033-ab0c-c468c47c1d66.json,False,0,0
18e4750c-f3ba-8082-af43-ffb28d964e90,fixtures\reading_list\18e4750c-f3ba-8082-af43-ffb28d964e90.json,False,0,1
18e4750c-f3ba-808a-9c2a-c7497bba06a6,fixtures\reading_list\18e4750c-f3ba-808a-9c2a-c7497bba06a6.json,False,0,1
18f4750c-f3ba-806c-8c58-da1d2d788c8a,fixtures\reading_list\18f4750c-f3ba-806c-8c58-da1d2d788c8a.json,False,0,1
19d1b44e-3dde-40d2-8161-a0d2b14eae30,fixtures\reading_list\19d1b44e-3dde-40d2-8161-a0d2b14eae30.json,False,0,1
1bd6c6f8-2f1a-442e-8841-6c79f8811aba,fixtures\reading_list\1bd6c6f8-2f1a-442e-8841-6c79f8811aba.json,False,0,0
1d4b4f65-6b34-4d3d-a362-377939a5de69,fixtures\reading_list\1d4b4f65-6b34-4d3d-a362-377939a5de69.json,False,0,1
1d94750c-f3ba-802c-a3a8-eea1ee4eeea3,fixtures\reading_list\1d94750c-f3ba-802c-a3a8-eea1ee4eeea3.json,False,0,1
20c5e80c-6952-4f17-b0aa-bc2302cfd1fe,fixtures\reading_list\20c5e80c-6952-4f17-b0aa-bc2302cfd1fe.json,False,0,1
20da9077-6da4-49b4-8ca3-ab1ac8d3f33f,fixtures\reading_list\20da9077-6da4-49b4-8ca3-ab1ac8d3f33f.json,False,0,1
24b30e64-e269-4370-9ac7-57a1b4389219,fixtures\reading_list\24b30e64-e269-4370-9ac7-57a1b4389219.json,False,0,0
